num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,cat_feature_1,cat_feature_2,cat_feature_3,target
-2.436955174853499,2.2314989110277486,0.7168538727860365,-1.5759359602786422,0.8950907742229026,4.520462511718868,-2.6151684245218085,C,X,Low,1
0.19905273803807466,0.3992281929393271,-3.1855851373151354,-1.440473262906686,2.2205588056589614,-1.6538367983837983,-1.8310680398613757,A,X,High,1
2.8943313334444705,-0.8360916702196265,-0.1259288232273278,-0.7626155741538134,-0.9337609899865892,1.0824585340491133,3.4145055671292024,C,X,Medium,0
-0.8250750620605283,-0.21415031071118876,1.0126671952545716,-1.4897776643229508,1.4920817529334638,0.8939649044858899,-3.132544788752003,C,X,Low,1
0.5716830145244995,0.4278143951529032,0.09663674802026967,-2.0445952029216823,0.7429717737819725,0.9622142291715411,-1.1079331504301566,A,Y,High,0
0.6057889236101373,-0.8506132529519478,1.2494409327208311,3.4438429970803983,1.3050840224886013,-2.1295293546480156,0.15624278743582382,A,X,Medium,1
0.2057811917971315,0.015682236471624342,3.3087152397534045,1.802148765971113,1.2021884045865574,-0.49858269529628474,-1.4822566121025742,C,Y,High,1
1.1876545416371354,0.08298741881250997,-2.3048317769027777,-1.220021369002549,-1.50097300072362,2.0536209336292806,3.4743575674628353,B,Y,Medium,0
-0.7320220130911901,1.5486392950240366,-1.1117189847807707,-0.8454295085148154,1.5012532270411645,1.0988194393097115,-1.594035212649978,C,X,High,1
-1.8737371923611668,-1.1702807063967748,-2.0552393387728456,-1.0293148614779613,-0.04802598276337622,1.3867448130429576,-0.8107563952525644,C,Y,Medium,1
-0.33675583787427,1.5328733556363119,0.29564746967531175,-1.86585132431442,1.4932137676802955,2.883285085723325,-1.8564944230439693,C,Y,Low,1
0.4783831680034849,0.91041849968557,0.45809908887899,-0.8994233681833603,1.4401379839356756,1.0073616801450245,-1.2491708308994303,C,Y,Medium,0
2.763066416892011,-1.3189684983025107,0.1529933634433689,-0.7044707701771339,-0.17952682444798695,0.8435686895765919,2.443875144704982,A,Y,High,0
0.9884398725956219,-0.9925780067288229,-1.7590015055807346,-2.238266924250622,-1.3132187380392457,0.24602925035658185,1.5683150930718197,C,X,High,0
-1.308335386614438,0.4060561224280809,-0.36312416387977164,-2.1645426989196803,-0.015912651533914746,0.3449447444752409,-2.2117111457594163,B,Y,Medium,1
2.008207068653659,-0.9799255747822445,-0.2943823982531444,1.8538561075886724,-0.20547434102808526,-2.1539304351272373,2.4749897141901855,A,X,Low,1
3.9156631901705583,1.0386060692088166,-0.2790906173297897,-0.6987618752405063,0.44065505069808997,1.713996259884473,3.4548687226171606,B,Y,Low,0
4.185036094715285,0.6264346724539442,-0.6163388420055818,-1.0919842155854127,0.7963358871997435,1.7619240263519984,3.3096912221047377,B,Y,Medium,0
-1.754368505011691,-1.506534030190399,1.1423170759907175,-1.1788560299090698,1.07360513144691,0.04896295398630157,-3.7754749664711125,B,X,Medium,1
1.2428246962719858,1.6845248346034518,1.3211787903562882,0.2423219953036989,-0.309411874118497,-0.8028650037576692,0.6299254055372581,B,Y,High,1
-1.0175380921209798,-0.9785883899886544,-1.3529430148983055,-0.3873977564593769,0.770464019458624,0.6579071339160147,-0.9673045202372283,A,Y,Low,1
-2.642417775945787,0.166655817359844,-2.491864670613829,-0.19299848341308823,1.8009431955995006,6.036792892920811,-0.6907747605210407,A,Y,Medium,1
1.0512223681841535,-0.6923507742337942,1.8673334849986905,-0.37050312502905103,1.0680278669765646,0.5663504347840895,-0.8924980965660656,B,X,Low,0
1.3772851668756072,-0.9951739598992374,1.0974017952436166,-0.781390238959356,0.997265884774769,1.2541949599855913,-0.17967856058326004,B,Y,Medium,0
1.3448479339412271,-0.6116337366945591,0.9773556179992952,-0.002516601971045196,2.800760380397752,-0.467626532597179,-1.9125620320929688,A,X,Medium,1
2.4872815909819552,0.7534194635024307,1.0272722562905103,1.8514289436782665,1.0552101894361647,-1.0390506893965246,1.5841994301253832,A,Y,Low,1
1.732549807430638,0.4158368362860605,-1.0827220706922982,-2.3490584197369495,0.8397597169128039,1.6226675414718734,0.45122758822977166,A,X,Medium,0
